Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX210605,single cell 14 SOLiD sequencing,Homo sapiens,AB 5500 Genetic Analyzer,Harvard University,SRP017032,Homo sapiens Genome sequencing,SRS379201,,1494.24,6,36114316,2708573700,,WGA,GENOMIC,RANDOM
